숙소ID,구,동,업소명,주소,위도,경도,인접도로명,인접도로폭,지도표시도로폭,도로폭_출처,도로폭_도로구간매칭,도로폭_거리m,공식도로폭m,도로폭_위험도,도로폭_속도계수,도로폭_보정이동시간초,도로폭_보정예상도착초,실폭도로ID,실폭도로일련번호,도로구간관리번호,도로명코드 
2288,용산구,한남동,라벨르하우스,서울특별시 용산구 한남동 732-171번지,37.53143519,126.99772091,우사단로4길,6m미만,6m미만,API,교차,5.57,4.0,1.0,1.3,57,117,3679,381,221.0,4106227
2289,용산구,용문동,라이커서울러,서울특별시 용산구 용문동 32-81번지,37.53535072,126.9588475,원효로39길,6m미만,6m미만,API,교차,50.71,5.0,1.0,1.3,117,177,4271,224,772.0,4106242
2290,용산구,동자동,뜰 가든 홈스테이,서울특별시 용산구 동자동 24-46번지,37.54723596,126.97278074,두텁바위로1길,6m미만,6m미만,API,교차,0.0,5.0,1.0,1.3,75,135,2828,185,1024.0,4106057
2291,용산구,이태원동,Starts of Itaewon,서울특별시 용산구 이태원동 457-3번지,37.53166891,126.98745332,한강대로,폭40-50m,폭6-8m,API,교차,179.6,40.0,0.04,0.94,90,150,2794,199,2880.0,2005005
2292,용산구,서계동,아로하 하우스,서울특별시 용산구 서계동 58-1번지,37.54895241,126.96800254,청파로47나길,6m미만,6m미만,API,교차,4.34,5.0,1.0,1.3,116,176,2726,1048,155.0,4106366
2293,용산구,이태원동,Itaewon 20,서울특별시 용산구 이태원동 73-10번지,37.5306584,126.9921452,장문로,폭12-15m,6m미만,API,교차,55.03,13.0,0.45,1.04,66,126,2809,1050,160.0,3102011
2294,용산구,서계동,호두나무집,서울특별시 용산구 서계동 240-41번지,37.54996606,126.96453107,청파로71길,폭6-8m,6m미만,API,교차,22.72,7.0,0.85,1.22,62,122,4768,171,2940.0,4106379
2295,용산구,이태원동,투서울,서울특별시 용산구 이태원동 78-18번지,37.52983145,126.9911583,녹사평대로,폭35-40m,폭6-8m,API,교차,0.0,38.0,0.08,0.95,74,134,2799,745,2870.0,2005002
2296,용산구,이태원동,윤싸롱,서울특별시 용산구 이태원동 221-2번지,37.53533488,126.98915365,녹사평대로40다길,폭6-8m,6m미만,API,교차,7.72,6.0,0.85,1.22,88,148,2925,303,2962.0,4106011
2297,용산구,이태원동,이태원 드림,서울특별시 용산구 이태원동 255-66번지,37.53841239,126.98915108,회나무로6길,6m미만,6m미만,API,교차,4.63,2.0,1.0,1.3,116,176,3325,12424,1590.0,4106506
2298,용산구,보광동,이태원 스테이,서울특별시 용산구 보광동 265-708번지,37.52824944,126.99740151,보광로31길,6m미만,6m미만,API,교차,0.0,2.0,1.0,1.3,109,169,2895,12498,127.0,4106118
2299,용산구,서계동,J house(제이 하우스),서울특별시 용산구 서계동 238-36번지,37.55024392,126.96459069,청파로47나길,6m미만,6m미만,API,교차,35.97,5.0,1.0,1.3,66,126,2726,1048,155.0,4106366
2300,용산구,후암동,Pea:pl Huam,서울특별시 용산구 후암동 46-4번지,37.5481093,126.97954854,후암로28바길,6m미만,6m미만,API,교차,0.22,5.0,1.0,1.3,29,89,2962,110,619.0,4106584
2301,용산구,후암동,지월장,서울특별시 용산구 후암동 250-5번지,37.54449387,126.97839096,두텁바위로,6m미만,6m미만,API,근접,49.29,3.0,1.0,1.3,78,138,3129,1230,3113.0,3102002
2302,용산구,청파동,스테이 오로라(Stay Aurora),서울특별시 용산구 청파동3가 134-24번지,37.53898594,126.96744345,원효로,폭25-30m,폭6-8m,API,교차,0.0,27.0,0.18,0.98,76,136,3063,208,2851.0,3102007
2303,용산구,이태원동,이태원.zip,서울특별시 용산구 이태원동 375-1번지,37.53470407,126.98785966,녹사평대로40가길,6m미만,6m미만,API,교차,2.93,3.0,1.0,1.3,109,169,4093,302,1868.0,4106008
2304,용산구,후암동,CASA NAMSAN,서울특별시 용산구 후암동 435-24번지,37.55051249,126.97747869,후암로34가길,폭6-8m,6m미만,API,교차,3.22,7.0,0.85,1.22,26,86,3441,417,274.0,4106586
2305,용산구,용산동,해방 하우스,서울특별시 용산구 용산동2가 33-15번지,37.54096439,126.98420847,신흥로3가길,폭6-8m,6m미만,API,교차,39.85,6.0,0.85,1.22,155,215,3363,286,609.0,4106208
2306,용산구,서계동,haroo stay,서울특별시 용산구 서계동 246-55번지,37.54943728,126.96444739,청파로71길,폭6-8m,6m미만,API,교차,9.43,7.0,0.85,1.22,62,122,4768,171,2940.0,4106379
2307,용산구,서계동,늘담 스테이,서울특별시 용산구 서계동 253-15번지,37.54879223,126.963867,효창원로98길,6m미만,6m미만,API,교차,0.32,4.0,1.0,1.3,61,121,8344,274,1630.0,4139638
2308,용산구,,STAY CHARM,서울특별시 용산구 원효로2가 78-5번지,37.53455276,126.96222978,새창로,폭20-25m,폭20-25m,공식만,교차,0.0,20.0,0.25,1.0,99,159,3908,203,2891.0,3005018
2309,용산구,이태원동,찰리애니홈,서울특별시 용산구 이태원동 36-3번지,37.52910989,126.99112217,한강대로,폭40-50m,폭6-8m,API,교차,7.2,40.0,0.04,0.94,81,141,2794,199,2880.0,2005005
2310,용산구,서계동,서울역우리집,서울특별시 용산구 서계동 237-17번지,37.55056089,126.96458288,청파로47나길,6m미만,6m미만,API,교차,1.87,5.0,1.0,1.3,68,128,2726,1048,155.0,4106366
2311,용산구,서계동,Woomook,서울특별시 용산구 서계동 34-5번지,37.5496059,126.96677963,청파로71길,폭6-8m,6m미만,API,교차,3.29,7.0,0.85,1.22,92,152,4768,171,2940.0,4106379
2312,용산구,이태원동,에코 하우스,서울특별시 용산구 이태원동 224-99번지,37.53575344,126.9886975,녹사평대로40나길,6m미만,6m미만,API,교차,0.2,3.0,1.0,1.3,101,161,4526,304,338.0,4106010
2313,용산구,서계동,어반네스트(Urbanest) 하우스,서울특별시 용산구 서계동 47-13번지,37.54943644,126.96744974,청파로71길,폭6-8m,6m미만,API,교차,0.3,7.0,0.85,1.22,100,160,4768,171,2940.0,4106379
2314,용산구,후암동,Cozy Wooden House,서울특별시 용산구 후암동 446-35번지,37.55058667,126.97602634,두텁바위로1길,6m미만,6m미만,API,교차,0.0,5.0,1.0,1.3,38,98,2828,185,1024.0,4106057
2315,용산구,이태원동,홈안젤라(Home_Angela),서울특별시 용산구 이태원동 137-24번지,37.53078397,126.99609191,보광로,폭15-20m,6m미만,API,교차,0.0,16.0,0.35,1.02,49,109,2936,126,2877.0,3102003
2316,용산구,동빙고동,니나노 인테리어,서울특별시 용산구 동빙고동 7-6번지,37.52083551,126.99370824,녹사평대로,폭35-40m,폭6-8m,API,교차,0.0,38.0,0.08,0.95,13,73,2799,745,2870.0,2005002
2317,용산구,보광동,제이하우스(Jay house),서울특별시 용산구 보광동 368번지,37.52383513,126.99764403,서빙고로91다길,6m미만,6m미만,API,교차,19.02,3.0,1.0,1.3,64,124,3773,59,2786.0,4106167
2318,용산구,갈월동,Seoul Earl-Stay,서울특별시 용산구 갈월동 3-3번지,37.54655777,126.97131061,한강대로,폭40-50m,폭6-8m,API,교차,27.84,40.0,0.04,0.94,71,131,2794,199,2880.0,2005005
2319,용산구,남영동,NY room,서울특별시 용산구 남영동 102-1번지,37.5398956,126.97321559,한강대로,폭40-50m,폭6-8m,API,교차,0.0,40.0,0.04,0.94,73,133,2794,199,2880.0,2005005
2320,용산구,서계동,zizone,서울특별시 용산구 서계동 251-1번지,37.54869173,126.96425702,청파로71길,폭6-8m,6m미만,API,교차,5.76,7.0,0.85,1.22,62,122,4768,171,2940.0,4106379
2321,용산구,,Jeong's family,서울특별시 용산구 원효로4가 128-1번지,37.53090532,126.95068421,한강북자전거길,6m미만,6m미만,공식만,교차,0.0,2.0,1.0,1.3,40,100,2743,759,3342.0,4859647
2322,용산구,서빙고동,돈키호테,서울특별시 용산구 서빙고동 199-5번지,37.51786867,126.99021131,서빙고로62길,6m미만,폭10-12m,API,근접,27.85,4.0,1.0,1.3,84,144,2783,962,1818.0,4106155
2323,용산구,이태원동,체크인 플리즈,서울특별시 용산구 이태원동 260-155번지,37.53902104,126.9897786,회나무로12길,6m미만,6m미만,API,교차,4.35,3.0,1.0,1.3,116,176,4977,12406,1178.0,4106484
2324,용산구,용산동,소월길,서울특별시 용산구 용산동2가 1-1890번지,37.54393491,126.98332039,신흥로27길,6m미만,6m미만,API,교차,0.25,2.0,1.0,1.3,116,176,4676,11741,603.0,4106199
2325,용산구,서계동,Top guesthouse,서울특별시 용산구 서계동 14-3번지,37.55005538,126.96625429,청파로71길,폭6-8m,6m미만,API,교차,13.22,7.0,0.85,1.22,84,144,4768,171,2940.0,4106379
2326,용산구,이태원동,조조(JoJo),서울특별시 용산구 이태원동 118-62번지,37.53255053,126.9909182,장문로,폭12-15m,6m미만,API,교차,8.72,13.0,0.45,1.04,59,119,2809,1050,160.0,3102011
2327,용산구,용산동,Photo Park(포토박),서울특별시 용산구 용산동2가 1-1351번지,37.54135419,126.98122423,두텁바위로,6m미만,6m미만,API,교차,159.33,3.0,1.0,1.3,140,200,4148,154,3113.0,3102002
2328,용산구,보광동,무니하우스,서울특별시 용산구 보광동 240-10번지,37.52713835,126.99735213,장문로15길,6m미만,6m미만,API,교차,1.47,4.0,1.0,1.3,114,174,3200,12494,1368.0,4106332
2329,용산구,이태원동,Baraka Homestay,서울특별시 용산구 이태원동 15-7번지,37.52971584,126.99646514,보광로,6m미만,6m미만,API,교차,58.42,3.0,1.0,1.3,82,142,4980,1299,1053.0,3102003
2330,용산구,후암동,N,서울특별시 용산구 후암동 439-3번지,37.55045653,126.97618077,두텁바위로1길,6m미만,6m미만,API,교차,4.28,5.0,1.0,1.3,34,94,2828,185,1024.0,4106057
2331,용산구,용산동,코코마통,서울특별시 용산구 용산동2가 1-1184번지,37.54182835,126.98308938,신흥로3가길,6m미만,6m미만,API,교차,100.73,4.0,1.0,1.3,144,204,3307,283,3135.0,4106208
2332,용산구,이태원동,이태원 561,서울특별시 용산구 이태원동 561번지,37.53480122,126.98619588,이태원로,폭12-15m,6m미만,API,교차,0.0,13.0,0.45,1.04,106,166,3608,214,2874.0,3102009
2333,용산구,보광동,이태원 마당,서울특별시 용산구 보광동 238-15번지,37.52657152,126.99661972,장문로9길,폭6-8m,폭6-8m,API,교차,7.41,6.0,0.85,1.22,96,156,3346,58,148.0,4106353
2334,용산구,문배동,88하우스 용산,서울특별시 용산구 문배동 24-6번지,37.53333448,126.96838343,청파로20길,폭10-12m,폭8-10m,API,교차,47.91,11.0,0.55,1.08,39,99,3466,150,1462.0,4106354
2335,용산구,이태원동,큐브 게스트하우스,서울특별시 용산구 이태원동 122-7번지,37.53302947,126.9912873,장문로,폭12-15m,6m미만,API,교차,0.0,13.0,0.45,1.04,53,113,2809,1050,160.0,3102011
2336,용산구,이태원동,트래블홀릭 게스트하우스,서울특별시 용산구 이태원동 79-14번지,37.52977112,126.99221092,장문로,폭12-15m,6m미만,API,교차,49.82,13.0,0.45,1.04,75,135,3389,362,160.0,3102011
2337,용산구,서계동,수준있는집,서울특별시 용산구 서계동 260-7번지,37.54819116,126.96315018,효창원로93길,6m미만,6m미만,API,교차,9.45,4.0,1.0,1.3,57,117,4994,198,1629.0,4139635
2338,용산구,청파동,정 story,서울특별시 용산구 청파동1가 202-20번지,37.54599653,126.96352734,임정로,폭12-15m,폭12-15m,공식만,교차,21.56,14.0,0.45,1.04,71,131,3360,209,2858.0,3102010
2339,용산구,,Cozy House,서울특별시 용산구 원효로1가 27-40번지,37.53665766,126.96486266,원효로,폭25-30m,폭6-8m,API,교차,30.07,27.0,0.18,0.98,76,136,3063,208,2851.0,3102007
2340,용산구,갈월동,장하우스(Jang House),서울특별시 용산구 갈월동 7-62번지,37.5445589,126.97209234,한강대로,폭40-50m,폭6-8m,API,교차,0.0,40.0,0.04,0.94,80,140,2794,199,2880.0,2005005
2341,용산구,이태원동,레온하우스,서울특별시 용산구 이태원동 260-119번지,37.53869625,126.99036829,회나무로12길,6m미만,6m미만,API,교차,3.48,3.0,1.0,1.3,105,165,4977,12406,1178.0,4106484
2342,용산구,,한강뷰(Han river View),서울특별시 용산구 한강로3가 16-85번지,37.52878416,126.95481281,이촌로,폭25-30m,폭10-12m,API,교차,12.65,25.0,0.18,0.98,23,83,3816,20,2867.0,3102008
2343,용산구,한남동,스테이 카키,서울특별시 용산구 한남동 686-11번지,37.53128673,126.99916856,우사단로4다길,6m미만,6m미만,API,교차,0.81,3.0,1.0,1.3,70,130,3848,380,119.0,4106229
2344,용산구,한남동,시온게스트하우스,서울특별시 용산구 한남동 729-10번지,37.53522684,127.00216197,대사관로11길,폭6-8m,폭6-8m,공식만,교차,16.4,7.0,0.85,1.22,83,143,3775,11430,2277.0,4106018
2345,용산구,서계동,Ari House,서울특별시 용산구 서계동 223-29번지,37.5515055,126.9672965,청파로47나길,6m미만,6m미만,API,교차,5.77,5.0,1.0,1.3,107,167,2726,1048,155.0,4106366
2346,용산구,후암동,엔투(N2),서울특별시 용산구 후암동 446-34번지,37.55063881,126.97599785,두텁바위로1길,6m미만,6m미만,API,교차,1.13,5.0,1.0,1.3,38,98,2828,185,1024.0,4106057
2347,용산구,서계동,영 게스트하우스,서울특별시 용산구 서계동 34-6번지,37.54961594,126.96669683,청파로71길,폭6-8m,6m미만,API,교차,10.54,7.0,0.85,1.22,90,150,4768,171,2940.0,4106379
2348,용산구,한남동,UN게스트하우스,서울특별시 용산구 한남동 1-35번지,37.53312813,127.01089028,유엔빌리지2길,폭12-15m,폭8-10m,API,교차,2.08,13.0,0.45,1.04,166,226,3064,11918,370.0,4106270
2349,용산구,청파동,서울펜슬,서울특별시 용산구 청파동3가 108-2번지,37.54139999,126.96716021,백범로79다길,폭6-8m,6m미만,API,교차,0.0,7.0,0.85,1.22,131,191,4078,67,1658.0,4106098
2350,용산구,청파동,케이하우스,서울특별시 용산구 청파동2가 104-27번지,37.54347141,126.96894606,청파로43다길,6m미만,6m미만,API,교차,0.0,5.0,1.0,1.3,156,216,4205,193,3227.0,4106361
2351,용산구,이태원동,아보카도 게스트하우스,서울특별시 용산구 이태원동 63-1번지,37.53096713,126.99024968,한강대로,폭40-50m,폭6-8m,API,교차,10.77,40.0,0.04,0.94,70,130,2794,199,2880.0,2005005
2352,용산구,용산동,Namsan Fresh House,서울특별시 용산구 용산동2가 37번지,37.54042841,126.98644303,신흥로,폭6-8m,6m미만,API,교차,22.51,6.0,0.85,1.22,156,216,3495,277,630.0,3102005
2353,용산구,이태원동,Maji's house,서울특별시 용산구 이태원동 181-36번지,37.53267679,126.98918272,녹사평대로,폭35-40m,폭6-8m,API,교차,0.0,38.0,0.08,0.95,70,130,2799,745,2870.0,2005002
2354,용산구,이태원동,카메 게스트하우스,서울특별시 용산구 이태원동 76-4번지,37.53055405,126.99119716,한강대로,폭40-50m,폭6-8m,API,교차,5.75,40.0,0.04,0.94,67,127,2794,199,2880.0,2005005
2355,용산구,청파동,casa cielo,서울특별시 용산구 청파동1가 121-10번지,37.54545181,126.96832942,청파로47나길,6m미만,6m미만,API,교차,13.68,5.0,1.0,1.3,143,203,2726,1048,155.0,4106366
2356,용산구,보광동,HEAVEN,서울특별시 용산구 보광동 265-960번지,37.52931668,126.9988285,보광로30길,6m미만,6m미만,API,교차,0.1,5.0,1.0,1.3,98,158,4863,12281,1449.0,4106117
2357,용산구,이태원동,Amazon,서울특별시 용산구 이태원동 79-59번지,37.52995248,126.99226105,장문로,폭12-15m,6m미만,API,근접,62.71,13.0,0.45,1.04,73,133,4604,1327,160.0,3102011
2358,용산구,이태원동,Good Stay,서울특별시 용산구 이태원동 34-120번지,37.52951501,126.99074082,한강대로,폭40-50m,폭6-8m,API,교차,34.42,40.0,0.04,0.94,79,139,2794,199,2880.0,2005005
2359,용산구,이태원동,알리바바,서울특별시 용산구 이태원동 140-16번지,37.53016797,126.99620074,보광로,폭15-20m,6m미만,API,근접,39.29,16.0,0.35,1.02,57,117,4126,1297,2877.0,3102003
2360,용산구,이태원동,Parched Mansion,서울특별시 용산구 이태원동 451-5번지,37.5324492,126.9877944,한강대로,폭40-50m,폭6-8m,API,교차,106.4,40.0,0.04,0.94,84,144,2794,199,2880.0,2005005
2361,용산구,후암동,쯔요시노이에(tuyosinoie),서울특별시 용산구 후암동 60-12번지,37.5477145,126.97749576,두텁바위로1나길,6m미만,6m미만,API,교차,0.39,5.0,1.0,1.3,23,83,4691,187,2381.0,4106058
2362,용산구,이태원동,The Gracia,서울특별시 용산구 이태원동 697번지,37.53666751,126.9872078,녹사평대로42길,6m미만,6m미만,API,교차,5.13,4.0,1.0,1.3,125,185,3922,133,392.0,4106012
2363,용산구,보광동,시크릿가든,서울특별시 용산구 보광동 265-406번지,37.52848677,126.99721925,보광로31길,6m미만,6m미만,API,근접,7.13,4.0,1.0,1.3,104,164,2807,12009,876.0,4106118
2364,용산구,후암동,그린 어바니스트,서울특별시 용산구 후암동 448-168번지,37.55080241,126.97719443,후암로,폭20-25m,6m미만,API,교차,0.0,20.0,0.25,1.0,25,85,2862,12615,2861.0,3101024
2365,용산구,,더하우스,서울특별시 용산구 원효로2가 7-4번지,37.53500173,126.96297713,원효로56길,폭6-8m,6m미만,API,교차,0.53,6.0,0.85,1.22,112,172,3043,496,1703.0,4106251
2366,용산구,효창동,옥상달빛,서울특별시 용산구 효창동 5-205번지,37.53854393,126.95881134,새창로12길,폭8-10m,폭6-8m,API,교차,0.0,8.0,0.7,1.14,144,204,3870,222,2890.0,4106131
2367,용산구,이촌동,E&S Ville,서울특별시 용산구 이촌동 302-65번지,37.5179488,126.96697041,이촌한강공원길,6m미만,6m미만,공식만,교차,23.81,2.0,1.0,1.3,281,341,3138,1058,3402.0,4864714
2368,용산구,효창동,J.하우스,서울특별시 용산구 효창동 5-15번지,37.53815423,126.9632642,원효로71길,6m미만,6m미만,API,교차,0.0,3.0,1.0,1.3,134,194,3393,206,1977.0,4106256
2369,용산구,보광동,제니하우스,서울특별시 용산구 보광동 265-210번지,37.52787765,126.99747314,보광로31길,6m미만,6m미만,API,교차,0.0,2.0,1.0,1.3,116,176,2895,12498,127.0,4106118
2370,용산구,,AJ's Blue House,서울특별시 용산구 한강로2가 296-5번지,37.53020276,126.97007551,한강대로62길,폭10-12m,6m미만,API,교차,0.4,11.0,0.55,1.08,60,120,4986,129,2915.0,4106443
2371,용산구,이태원동,오두막 여기,서울특별시 용산구 이태원동 224-79번지,37.53601428,126.98889053,녹사평대로40나길,6m미만,6m미만,API,교차,8.04,3.0,1.0,1.3,99,159,4850,12106,3078.0,4106010
